epoch,loss,lr,top1_accuracy,top5_accuracy,val_loss,val_top1_accuracy,val_top5_accuracy
0,0.07312716543674469,1.0988178e-05,0.9989630579948425,1.0,1.8868768215179443,0.6565098166465759,0.8141568899154663
1,0.07223643362522125,1.0768414e-05,0.9986931681632996,1.0,1.845592975616455,0.661450982093811,0.819215714931488
2,0.07054253667593002,1.0553045e-05,0.9988210201263428,1.0,1.8318318128585815,0.6664705872535706,0.8195686340332031
3,0.06858023256063461,1.0341984e-05,0.998892068862915,0.9999858140945435,1.8317468166351318,0.6627843379974365,0.8194117546081543
4,0.06696867197751999,1.0135144e-05,0.9989062547683716,1.0,1.8451943397521973,0.6630588173866272,0.817451000213623
5,0.06580910831689835,9.932442e-06,0.9989346861839294,1.0,1.835012435913086,0.663215696811676,0.819019615650177
6,0.0641496479511261,9.7337925e-06,0.9989914894104004,1.0,1.8159815073013306,0.6661176681518555,0.8216078281402588
7,0.06288331001996994,9.539117e-06,0.9990624785423279,1.0,1.8127790689468384,0.6654509902000427,0.8201568722724915
8,0.062307633459568024,9.348335e-06,0.998892068862915,1.0,1.8201043605804443,0.664078414440155,0.8182352781295776
9,0.060864243656396866,9.161368e-06,0.9989346861839294,1.0,1.8117691278457642,0.6679999828338623,0.8213725686073303
10,0.06016530841588974,8.978141e-06,0.9989204406738281,1.0,1.7998179197311401,0.6670196056365967,0.8227843046188354
11,0.05914817750453949,8.798578e-06,0.9987925887107849,1.0,1.837141990661621,0.661960780620575,0.8184313774108887
12,0.057743996381759644,8.622606e-06,0.9989914894104004,1.0,1.8373169898986816,0.6605098247528076,0.8170980215072632
13,0.05707288905978203,8.450154e-06,0.9989914894104004,1.0,1.8107985258102417,0.6663921475410461,0.8214901685714722
14,0.05557013303041458,8.281151e-06,0.9992045164108276,1.0,1.7806001901626587,0.6703921556472778,0.8242353200912476
15,0.05539911240339279,8.1155285e-06,0.9989204406738281,1.0,1.7802485227584839,0.6709803938865662,0.8255686163902283
16,0.05425908789038658,7.953218e-06,0.9989772439002991,1.0,1.829020380973816,0.6634901762008667,0.8175686001777649
17,0.053781017661094666,7.794154e-06,0.9990341067314148,1.0,1.795888900756836,0.6664313673973083,0.8226666450500488
18,0.0528453104197979,7.638271e-06,0.9990482926368713,1.0,1.7897487878799438,0.6679999828338623,0.8245097994804382
19,0.051824137568473816,7.4855056e-06,0.9990482926368713,1.0,1.7839492559432983,0.6676862835884094,0.8231372833251953
20,0.05135674774646759,7.3357955e-06,0.9989062547683716,1.0,1.7680208683013916,0.6701960563659668,0.8248235583305359
21,0.05085325986146927,7.1890795e-06,0.998948872089386,1.0,1.7713634967803955,0.6698823571205139,0.8259607553482056
22,0.0500827394425869,7.045298e-06,0.9990056753158569,1.0,1.7658555507659912,0.6703921556472778,0.8253333568572998
23,0.04939669743180275,6.904392e-06,0.9990624785423279,1.0,1.7617212533950806,0.6712548732757568,0.82709801197052
24,0.048730675131082535,6.7663045e-06,0.9989630579948425,1.0,1.773135781288147,0.6717255115509033,0.8246274590492249
25,0.048321861773729324,6.6309785e-06,0.9989914894104004,1.0,1.7883163690567017,0.6674901843070984,0.8222352862358093
26,0.047463905066251755,6.4983587e-06,0.9991050958633423,1.0,1.7891736030578613,0.6687451004981995,0.8237254619598389
27,0.04700711742043495,6.3683915e-06,0.9990056753158569,1.0,1.754096508026123,0.6734117865562439,0.8243529200553894
28,0.046418849378824234,6.2410236e-06,0.9990624785423279,1.0,1.7795865535736084,0.6685097813606262,0.8237646818161011
29,0.04601636528968811,6.116203e-06,0.9989630579948425,1.0,1.7791787385940552,0.6694509983062744,0.8227843046188354
30,0.04543941095471382,5.9938793e-06,0.9990198612213135,1.0,1.7745459079742432,0.6687843203544617,0.823607861995697
31,0.04502136632800102,5.8740015e-06,0.9991193413734436,1.0,1.7434743642807007,0.6752156615257263,0.8271372318267822
32,0.04450257867574692,5.7565217e-06,0.9990909099578857,1.0,1.7586402893066406,0.6716078519821167,0.826235294342041
33,0.044154006987810135,5.641391e-06,0.9991761445999146,1.0,1.7641282081604004,0.6720784306526184,0.8254901766777039
34,0.043366823345422745,5.528563e-06,0.999247133731842,1.0,1.7607017755508423,0.6716862916946411,0.8254901766777039
35,0.0433710440993309,5.417992e-06,0.9989204406738281,1.0,1.757831335067749,0.6715294122695923,0.8258431553840637
36,0.04283041134476662,5.309632e-06,0.9990624785423279,1.0,1.765408992767334,0.6725882291793823,0.8237646818161011
37,0.04223711043596268,5.2034393e-06,0.9991761445999146,1.0,1.759330153465271,0.6717255115509033,0.8247843384742737
38,0.042192984372377396,5.0993704e-06,0.9990767240524292,1.0,1.7579970359802246,0.6719215512275696,0.8235294222831726
