epoch,loss,lr,top1_accuracy,top5_accuracy,val_loss,val_top1_accuracy,val_top5_accuracy
0,0.30834850668907166,2.3677441e-05,0.9969460368156433,0.9999858140945435,2.383388042449951,0.6249803900718689,0.7855686545372009
1,0.292205810546875,2.3203893e-05,0.9970880746841431,0.9999715685844421,2.3258235454559326,0.6253725290298462,0.7923137545585632
2,0.27807000279426575,2.2739816e-05,0.9972869157791138,0.9999715685844421,2.324509859085083,0.6288235187530518,0.7918431162834167
3,0.26301097869873047,2.228502e-05,0.9976136088371277,1.0,2.213827610015869,0.6369411945343018,0.7972941398620605
4,0.2513605058193207,2.183932e-05,0.997627854347229,0.9999858140945435,2.2664029598236084,0.6327843070030212,0.7927843332290649
5,0.2399521917104721,2.1402533e-05,0.9975284337997437,0.9999858140945435,2.2631313800811768,0.6300392150878906,0.7930195927619934
6,0.22708451747894287,2.0974483e-05,0.9980113506317139,1.0,2.250446319580078,0.6280392408370972,0.7909411787986755
7,0.21493636071681976,2.0554993e-05,0.9982670545578003,0.9999858140945435,2.2301740646362305,0.6325098276138306,0.79313725233078
8,0.2070147693157196,2.0143892e-05,0.9979261159896851,0.9999858140945435,2.219359874725342,0.6305490136146545,0.7905882596969604
9,0.19841305911540985,1.9741015e-05,0.9978834986686707,1.0,2.181553840637207,0.6312156915664673,0.7947843074798584
10,0.18845583498477936,1.9346195e-05,0.9982528686523438,0.9999858140945435,2.1715753078460693,0.6339215636253357,0.7942352890968323
11,0.17936857044696808,1.895927e-05,0.9983664751052856,1.0,2.097731351852417,0.6407451033592224,0.8033333420753479
12,0.17336900532245636,1.8580085e-05,0.9980113506317139,1.0,2.149029493331909,0.6330588459968567,0.7952941060066223
13,0.16623961925506592,1.8208484e-05,0.9981533885002136,1.0,2.097954273223877,0.6414902210235596,0.8021960854530334
14,0.15815836191177368,1.7844315e-05,0.9982386231422424,1.0,2.128592014312744,0.6332156658172607,0.7947450876235962
15,0.1525270938873291,1.748743e-05,0.9981392025947571,0.9999858140945435,2.083716869354248,0.6402353048324585,0.8029412031173706
16,0.1460174322128296,1.7137681e-05,0.9983664751052856,1.0,2.046900987625122,0.6432548761367798,0.8056078553199768
17,0.14001449942588806,1.6794927e-05,0.9984232783317566,1.0,2.0013294219970703,0.6488234996795654,0.8096863031387329
18,0.13520334661006927,1.645903e-05,0.9982954263687134,1.0,1.9994103908538818,0.6492156982421875,0.8101176619529724
19,0.1310981661081314,1.6129849e-05,0.998465895652771,0.9999715685844421,2.034641742706299,0.6431372761726379,0.8031372427940369
20,0.1269093155860901,1.580725e-05,0.9981250166893005,1.0,1.9856438636779785,0.6489019393920898,0.8070980310440063
21,0.12114322930574417,1.5491105e-05,0.9985653162002563,1.0,1.9876823425292969,0.6468627452850342,0.8086274266242981
22,0.11695560812950134,1.5181283e-05,0.9986363649368286,1.0,1.9599218368530273,0.6529019474983215,0.811098039150238
23,0.1128700003027916,1.4877657e-05,0.9987784028053284,1.0,1.9517804384231567,0.6536078453063965,0.8118823766708374
24,0.10933829098939896,1.4580104e-05,0.9986647963523865,1.0,1.9229403734207153,0.6562744975090027,0.813568651676178
25,0.10589151829481125,1.4288502e-05,0.9986647963523865,1.0,1.920651912689209,0.6550195813179016,0.8140000104904175
26,0.10205147415399551,1.4002732e-05,0.9987215995788574,1.0,1.9313322305679321,0.654941201210022,0.8117254972457886
27,0.09962491691112518,1.3722678e-05,0.9986931681632996,1.0,1.9245525598526,0.6557254791259766,0.8123529553413391
28,0.09638433158397675,1.3448224e-05,0.9987074136734009,1.0,1.9423985481262207,0.6529411673545837,0.8092548847198486
29,0.09408339858055115,1.3179259e-05,0.9986079335212708,0.9999858140945435,1.9370571374893188,0.6524313688278198,0.8107059001922607
30,0.09107964485883713,1.2915674e-05,0.9986505508422852,1.0,1.9135726690292358,0.6552941203117371,0.8134509921073914
31,0.08905917406082153,1.26573605e-05,0.998678982257843,1.0,1.9593572616577148,0.6491764783859253,0.8052940964698792
32,0.08655479550361633,1.24042135e-05,0.9989346861839294,0.9999858140945435,1.903753638267517,0.6572548747062683,0.8120391964912415
33,0.08399327844381332,1.2156129e-05,0.9987642168998718,1.0,1.9167410135269165,0.6553333401679993,0.8093725442886353
34,0.08191107213497162,1.1913006e-05,0.9987642168998718,1.0,1.9430725574493408,0.6501960754394531,0.8075686097145081
35,0.0797882229089737,1.1674746e-05,0.9989772439002991,1.0,1.8877999782562256,0.6588627696037292,0.8145490288734436
36,0.07802975922822952,1.1441251e-05,0.9987215995788574,1.0,1.9439589977264404,0.6483529210090637,0.8072549104690552
37,0.07653280347585678,1.1212426e-05,0.998678982257843,1.0,1.912714958190918,0.653176486492157,0.8102744817733765
38,0.07399874925613403,1.0988178e-05,0.9990482926368713,1.0,1.8783460855484009,0.6597254872322083,0.8159215450286865
39,0.07270651310682297,1.0768414e-05,0.998948872089386,1.0,1.885007381439209,0.6556078195571899,0.814235270023346
