epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9997304677963257,0.00126878812443465,2.2882503e-05,0.889607846736908,0.6709545850753784
1,0.9997446537017822,0.0007384598138742149,2.2424852e-05,0.8962745070457458,0.6210753321647644
2,0.9998297691345215,0.0007965668919496238,2.1976355e-05,0.896117627620697,0.6290862560272217
3,0.9999716281890869,0.00020107009913772345,2.1536827e-05,0.8968627452850342,0.62488853931427
4,0.9999148845672607,0.0005092640640214086,2.110609e-05,0.8940392136573792,0.6478858590126038
5,0.9998581409454346,0.0007847317028790712,2.0683969e-05,0.8961568474769592,0.6549563407897949
6,0.9998013973236084,0.0007285880274139345,2.0270289e-05,0.8948235511779785,0.658263087272644
7,0.9997446537017822,0.0008121411083266139,1.9864883e-05,0.8939215540885925,0.6841694712638855
8,0.9998865127563477,0.0004821009933948517,1.9467585e-05,0.898078441619873,0.6386492252349854
9,0.9999290704727173,0.00034561430220492184,1.9078234e-05,0.8985490202903748,0.627068042755127
10,0.9998865127563477,0.00034232967300340533,1.869667e-05,0.8972941040992737,0.637762188911438
11,0.999843955039978,0.0005744078080169857,1.8322737e-05,0.9020392298698425,0.592002809047699
12,0.9999432563781738,0.0002716469462029636,1.7956281e-05,0.9007450938224792,0.6021778583526611
13,0.9999290704727173,0.00028171349549666047,1.7597156e-05,0.8990588188171387,0.6269004344940186
14,0.9999148845672607,0.0003968739474657923,1.7245213e-05,0.9007843136787415,0.6050457954406738
15,0.9999858140945435,0.00014508480671793222,1.6900309e-05,0.9027059078216553,0.5905649662017822
16,0.9999290704727173,0.0002165778714697808,1.6562302e-05,0.9015686511993408,0.6114449501037598
17,0.9998865127563477,0.0003044578479602933,1.6231057e-05,0.901607871055603,0.6052035093307495
18,0.9999290704727173,0.00019405537750571966,1.5906437e-05,0.9004706144332886,0.6314527988433838
19,0.9999432563781738,0.0002488175523467362,1.5588308e-05,0.8979215621948242,0.6338947415351868
20,0.9998865127563477,0.00028993154410272837,1.5276542e-05,0.9025098085403442,0.6059843301773071
21,0.9998723268508911,0.0004036394238937646,1.4971011e-05,0.902470588684082,0.6122402548789978
22,0.9999716281890869,0.00017674999253358692,1.4671591e-05,0.9046274423599243,0.6085426807403564
23,1.0,8.332260040333495e-05,1.4378159e-05,0.9012941122055054,0.6233158111572266
24,0.9999574422836304,0.0001222274877363816,1.4090596e-05,0.9054509997367859,0.5964142084121704
25,0.9999716281890869,0.00010818742885021493,1.3808784e-05,0.9038431644439697,0.6084421873092651
26,0.9999716281890869,0.0001095938787329942,1.3532609e-05,0.904039204120636,0.6119371056556702
27,0.9999574422836304,0.00011718744644895196,1.3261957e-05,0.8982353210449219,0.6367596983909607
28,0.9999858140945435,0.00011015630298061296,1.29967175e-05,0.900705873966217,0.6218956708908081
29,0.9999858140945435,8.12610742286779e-05,1.2736783e-05,0.9026666879653931,0.6173275709152222
30,0.9999858140945435,7.74387881392613e-05,1.2482047e-05,0.9050588011741638,0.5969456434249878
31,0.9999716281890869,0.00016432754637207836,1.2232406e-05,0.8998823761940002,0.6285737752914429
32,0.9999432563781738,0.00013442443741951138,1.1987759e-05,0.9038039445877075,0.5967167019844055
33,0.9999858140945435,7.55942746764049e-05,1.1748003e-05,0.9040784239768982,0.6005468964576721
34,1.0,3.9481015846831724e-05,1.1513043e-05,0.9054117798805237,0.5989036560058594
35,1.0,2.9274693588376977e-05,1.1282782e-05,0.9059607982635498,0.5942739248275757
36,0.9999858140945435,4.8813097237143666e-05,1.1057126e-05,0.9054902195930481,0.5954975485801697
