epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.10112056881189346,4.3957719802856445,5e-05,0.21494117379188538,3.5780081748962402
1,0.34968793392181396,2.931697130203247,5e-05,0.4269804060459137,2.5014259815216064
2,0.5544397234916687,1.9615886211395264,5e-05,0.5451372265815735,1.9904742240905762
3,0.6763971447944641,1.427607536315918,5e-05,0.6009019613265991,1.770848035812378
4,0.7582269310951233,1.0785452127456665,5e-05,0.6585882306098938,1.5394635200500488
5,0.8159716129302979,0.8421295285224915,5e-05,0.6710196137428284,1.516882300376892
6,0.8592907786369324,0.6765361428260803,5e-05,0.689960777759552,1.4534143209457397
7,0.8851773142814636,0.5658756494522095,5e-05,0.7155686020851135,1.3812566995620728
8,0.9081134796142578,0.47395843267440796,5e-05,0.7058431506156921,1.4712339639663696
9,0.9257872104644775,0.4075038731098175,5e-05,0.7359215617179871,1.380815863609314
10,0.9388226866722107,0.3603593409061432,5e-05,0.7232156991958618,1.4749867916107178
11,0.9440993070602417,0.32984277606010437,5e-05,0.7532941102981567,1.3155834674835205
12,0.9524539113044739,0.29760655760765076,5e-05,0.7493333220481873,1.3627674579620361
13,0.9579716324806213,0.2751338481903076,5e-05,0.7604705691337585,1.32731032371521
14,0.9615603089332581,0.25693339109420776,5e-05,0.7647058963775635,1.277180552482605
15,0.9662978649139404,0.23868466913700104,5e-05,0.7383529543876648,1.4746917486190796
16,0.9679432511329651,0.2272195816040039,5e-05,0.7632548809051514,1.3128950595855713
17,0.9709645509719849,0.21638476848602295,5e-05,0.7452940940856934,1.430898904800415
18,0.9724113345146179,0.20457413792610168,5e-05,0.780470609664917,1.2217086553573608
19,0.974042534828186,0.19513863325119019,5e-05,0.752823531627655,1.3685513734817505
20,0.9751347303390503,0.18661487102508545,5e-05,0.758274495601654,1.3827368021011353
21,0.9779006838798523,0.1792498081922531,5e-05,0.7616470456123352,1.3326188325881958
22,0.9786950349807739,0.1710866093635559,5e-05,0.7612156867980957,1.3447179794311523
23,0.9796453714370728,0.16199705004692078,5e-05,0.7671372294425964,1.2977184057235718
24,0.9830354452133179,0.14992034435272217,4.5e-05,0.7709019780158997,1.370270013809204
25,0.9844539165496826,0.14085270464420319,4.5e-05,0.7669411897659302,1.3504935503005981
26,0.9842978715896606,0.13834799826145172,4.5e-05,0.7715294361114502,1.3360618352890015
27,0.9845815896987915,0.13400115072727203,4.5e-05,0.7826666831970215,1.2833079099655151
28,0.9861276745796204,0.12694483995437622,4.5e-05,0.7976078391075134,1.1703637838363647
29,0.9856595993041992,0.12605765461921692,4.5e-05,0.7775686383247375,1.2932233810424805
30,0.9871205687522888,0.12128263711929321,4.5e-05,0.7828235030174255,1.2418750524520874
31,0.9868510365486145,0.1168796718120575,4.5e-05,0.7667843103408813,1.4584782123565674
32,0.9879716038703918,0.11223077028989792,4.5e-05,0.7650980353355408,1.3964580297470093
33,0.9877588748931885,0.11130446195602417,4.5e-05,0.7718823552131653,1.3626556396484375
34,0.9904113411903381,0.09982667863368988,4.05e-05,0.7909411787986755,1.2505204677581787
35,0.9908368587493896,0.09527263045310974,4.05e-05,0.7802352905273438,1.317736268043518
36,0.9897446632385254,0.098138228058815,4.05e-05,0.7993725538253784,1.1778496503829956
37,0.9905248284339905,0.09259118884801865,4.05e-05,0.7928235530853271,1.2155156135559082
38,0.9907234311103821,0.08930445462465286,4.05e-05,0.8090980648994446,1.1076836585998535
39,0.9916595816612244,0.08511030673980713,4.05e-05,0.8040392398834229,1.1508461236953735
40,0.991957426071167,0.08331387490034103,4.05e-05,0.7923137545585632,1.240071177482605
