epoch,loss,lr,top1_accuracy,top5_accuracy,val_loss,val_top1_accuracy,val_top5_accuracy
0,0.8294411897659302,0.001,0.9941051006317139,0.9998721480369568,2.966484308242798,0.6133725643157959,0.788392186164856
1,0.8136489987373352,0.001,0.9953551292419434,0.9999573826789856,2.957258462905884,0.6135686039924622,0.7881568670272827
2,0.8005905151367188,0.001,0.99609375,0.999943196773529,2.902137279510498,0.6245098114013672,0.7941568493843079
3,0.7891339659690857,0.001,0.995880663394928,0.999943196773529,2.9066786766052246,0.6212157011032104,0.7927451133728027
4,0.7767432332038879,0.001,0.9967471361160278,0.9999858140945435,2.894804000854492,0.6220391988754272,0.7916862964630127
5,0.7662954926490784,0.001,0.9969460368156433,1.0,2.883925199508667,0.6232941150665283,0.7925490140914917
6,0.7548404932022095,0.001,0.997201681137085,0.9999573826789856,2.847870111465454,0.6246274709701538,0.7956470847129822
7,0.7448282241821289,0.001,0.9971165060997009,0.9999858140945435,2.8525278568267822,0.624274492263794,0.7940000295639038
8,0.7347979545593262,0.001,0.9973011612892151,1.0,2.8179378509521484,0.62729412317276,0.7956470847129822
9,0.7239791750907898,0.001,0.9976704716682434,0.9999858140945435,2.8812828063964844,0.6170195937156677,0.78960782289505
10,0.7146871089935303,0.001,0.9973295331001282,0.9999573826789856,2.7981226444244385,0.6261568665504456,0.7963921427726746
11,0.7054940462112427,0.001,0.9974573850631714,1.0,2.7563977241516113,0.6281176209449768,0.798235297203064
12,0.6955046653747559,0.001,0.9979971647262573,1.0,2.784736156463623,0.6249019503593445,0.7952941060066223
13,0.6866309642791748,0.001,0.9979971647262573,0.9999858140945435,2.7384448051452637,0.6299999952316284,0.7979215979576111
14,0.6770111322402954,0.001,0.9981533885002136,1.0,2.7616636753082275,0.6280784606933594,0.795764684677124
15,0.6684703826904297,0.001,0.9977698922157288,0.9999858140945435,2.7436583042144775,0.6282352805137634,0.7978039383888245
16,0.6593023538589478,0.001,0.9980255961418152,0.9999858140945435,2.75002384185791,0.6250980496406555,0.7943921685218811
17,0.6509190797805786,0.001,0.9981250166893005,1.0,2.7047665119171143,0.6302745342254639,0.8002352714538574
18,0.6420159339904785,0.001,0.9980539679527283,1.0,2.689629554748535,0.6296862959861755,0.8006666898727417
19,0.6336737871170044,0.001,0.9982670545578003,1.0,2.723080635070801,0.6261176466941833,0.7946666479110718
20,0.6248210072517395,0.001,0.9984232783317566,1.0,2.6725716590881348,0.6299607753753662,0.798588216304779
21,0.6165510416030884,0.001,0.9984232783317566,0.9999858140945435,2.672292470932007,0.6292548775672913,0.7994509935379028
22,0.6092099547386169,0.001,0.9982812404632568,1.0,2.6664421558380127,0.6289803981781006,0.7971764802932739
23,0.6007012128829956,0.001,0.9983096718788147,0.9999858140945435,2.6370110511779785,0.6320000290870667,0.7991764545440674
24,0.5935440063476562,0.001,0.9981392025947571,1.0,2.629549741744995,0.6317254900932312,0.7985097765922546
25,0.5858383178710938,0.001,0.9983664751052856,1.0,2.58955454826355,0.6352941393852234,0.802980363368988
26,0.5778173208236694,0.001,0.9983664751052856,1.0,2.6077992916107178,0.63188236951828,0.7993333339691162
27,0.5702686905860901,0.001,0.9983380436897278,1.0,2.601027488708496,0.6321568489074707,0.798588216304779
28,0.5636608004570007,0.001,0.9982670545578003,1.0,2.5582454204559326,0.6367058753967285,0.8018823266029358
29,0.556149423122406,0.001,0.9983522891998291,1.0,2.5762500762939453,0.634509801864624,0.8002352714538574
30,0.5487528443336487,0.001,0.9985085129737854,0.9999858140945435,2.551819324493408,0.6350588202476501,0.8011764883995056
31,0.5413952469825745,0.001,0.9989346861839294,1.0,2.547372341156006,0.6357254981994629,0.8018039464950562
32,0.5346202254295349,0.001,0.9983664751052856,1.0,2.5513598918914795,0.6317254900932312,0.7988235354423523
33,0.5283216238021851,0.001,0.9983522891998291,1.0,2.532914161682129,0.6348627209663391,0.8020784258842468
34,0.5215440988540649,0.001,0.9982954263687134,0.9999858140945435,2.5316882133483887,0.6314509510993958,0.8007842898368835
35,0.5143132209777832,0.001,0.9986363649368286,1.0,2.519693374633789,0.6333725452423096,0.8007842898368835
36,0.5081340074539185,0.001,0.9985511302947998,1.0,2.5263755321502686,0.6335294246673584,0.7999607920646667
