epoch,loss,lr,top1_accuracy,top5_accuracy,val_loss,val_top1_accuracy,val_top5_accuracy
0,1.4819022417068481,0.001,0.9494034051895142,0.9960227012634277,3.8733761310577393,0.5426666736602783,0.7386274337768555
1,1.4264615774154663,0.001,0.9599573612213135,0.9977983236312866,3.791293144226074,0.5472157001495361,0.7437254786491394
2,1.3850421905517578,0.001,0.966647744178772,0.9985653162002563,3.802700996398926,0.5467451214790344,0.7395686507225037
3,1.3513609170913696,0.001,0.9717897772789001,0.9990482926368713,3.6499433517456055,0.569882333278656,0.757921576499939
4,1.320773720741272,0.001,0.9755255579948425,0.9990909099578857,3.6943328380584717,0.5623529553413391,0.7530588507652283
5,1.293721079826355,0.001,0.9798011183738708,0.9993039965629578,3.6606335639953613,0.5645098090171814,0.7537646889686584
6,1.2693604230880737,0.001,0.9813352227210999,0.9996874928474426,3.594069242477417,0.5718039274215698,0.7586274743080139
7,1.2452460527420044,0.001,0.9841192960739136,0.9995880722999573,3.6113388538360596,0.5663137435913086,0.7560392022132874
8,1.2249410152435303,0.001,0.9849715828895569,0.999730110168457,3.5943007469177246,0.5661568641662598,0.756156861782074
9,1.2059308290481567,0.001,0.986747145652771,0.999786913394928,3.5440924167633057,0.5759999752044678,0.7615686058998108
10,1.1836122274398804,0.001,0.9879829287528992,0.9998863339424133,3.5007877349853516,0.5781176686286926,0.7633333206176758
11,1.1627898216247559,0.001,0.9899432063102722,0.9998863339424133,3.5091452598571777,0.5736470818519592,0.760039210319519
12,1.1484322547912598,0.001,0.9895312786102295,0.9998721480369568,3.4453859329223633,0.5815685987472534,0.7659608125686646
13,1.129589557647705,0.001,0.9907670617103577,0.9999147653579712,3.4863080978393555,0.5761568546295166,0.7609803676605225
14,1.1136689186096191,0.001,0.9911647439002991,0.9999715685844421,3.41463303565979,0.5825490355491638,0.7687451243400574
15,1.0971896648406982,0.001,0.9918608069419861,0.9998579621315002,3.396176815032959,0.5799999833106995,0.7675294280052185
16,1.0800201892852783,0.001,0.9926420450210571,0.9999289512634277,3.440397262573242,0.5720391869544983,0.7623921632766724
17,1.0659260749816895,0.001,0.9923863410949707,0.999943196773529,3.4013311862945557,0.5803137421607971,0.7637646794319153
18,1.049958348274231,0.001,0.9931818246841431,0.9999573826789856,3.348534345626831,0.5862352848052979,0.7714117765426636
19,1.0345786809921265,0.001,0.9936505556106567,0.9999715685844421,3.3890256881713867,0.5783921480178833,0.7647451162338257
20,1.0183290243148804,0.001,0.9946733117103577,0.9999573826789856,3.30334210395813,0.5887843370437622,0.7702353000640869
21,1.006321907043457,0.001,0.9941903352737427,0.9999573826789856,3.2879319190979004,0.5907843112945557,0.7706274390220642
22,0.991298496723175,0.001,0.994559645652771,0.9999573826789856,3.289339542388916,0.5855293869972229,0.7709411978721619
23,0.9783353209495544,0.001,0.994829535484314,0.9999858140945435,3.2699942588806152,0.5879999995231628,0.768823504447937
24,0.9640344381332397,0.001,0.9951704740524292,1.0,3.2748119831085205,0.5882353186607361,0.7687451243400574
25,0.9498792886734009,0.001,0.9957386255264282,0.9999858140945435,3.3176629543304443,0.58062744140625,0.7618823647499084
26,0.9374504089355469,0.001,0.9954545497894287,0.9999715685844421,3.249981641769409,0.5846666693687439,0.7670980095863342
27,0.9252204895019531,0.001,0.9954545497894287,0.9999715685844421,3.1956422328948975,0.5886274576187134,0.772156834602356
28,0.9119226932525635,0.001,0.9957670569419861,0.9999858140945435,3.2511494159698486,0.58768630027771,0.7652156949043274
29,0.8994842171669006,0.001,0.9961363673210144,1.0,3.222665548324585,0.5863921642303467,0.7692941427230835
30,0.8883188962936401,0.001,0.9958949089050293,1.0,3.199214220046997,0.589607834815979,0.7696470618247986
31,0.8755403757095337,0.001,0.9961789846420288,0.9999573826789856,3.1561787128448486,0.5924705862998962,0.7717646956443787
32,0.8624553084373474,0.001,0.9967471361160278,0.9999858140945435,3.209087371826172,0.5864313840866089,0.7668235301971436
33,0.852408766746521,0.001,0.9965909123420715,1.0,3.1232640743255615,0.5943529605865479,0.7765098214149475
34,0.8395741581916809,0.001,0.9970738887786865,0.9999858140945435,3.097904920578003,0.5971764922142029,0.7741960883140564
35,0.8294786214828491,0.001,0.9966903328895569,0.9999715685844421,3.0912153720855713,0.5944705605506897,0.7750195860862732
36,0.8173726797103882,0.001,0.9971733093261719,1.0,3.097081422805786,0.5939607620239258,0.7718823552131653
