epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9999574422836304,0.004282654263079166,5e-06,0.8903137445449829,0.5441460609436035
1,0.9999716281890869,0.004149980377405882,5e-06,0.8921176195144653,0.5450172424316406
2,0.9999858140945435,0.004016576334834099,5e-06,0.8927842974662781,0.5380560755729675
3,0.9999716281890869,0.003992836456745863,5e-06,0.893490195274353,0.5388981103897095
4,1.0,0.003874198766425252,5e-06,0.8939607739448547,0.5322211980819702
5,0.9999858140945435,0.003830547444522381,5e-06,0.8947451114654541,0.5292274355888367
6,1.0,0.0037186427507549524,5e-06,0.8935686349868774,0.5343841314315796
7,0.9999716281890869,0.003683174727484584,5e-06,0.8918039202690125,0.5374911427497864
8,1.0,0.0035557204391807318,5e-06,0.8947843313217163,0.5234648585319519
9,1.0,0.0034771806094795465,5e-06,0.8945490121841431,0.528556227684021
10,1.0,0.003362066112458706,4.4999997e-06,0.8967058658599854,0.5183497667312622
11,1.0,0.003282892517745495,4.4999997e-06,0.8965882062911987,0.5162500143051147
12,0.9999716281890869,0.003279520198702812,4.4999997e-06,0.8939607739448547,0.5198004245758057
13,0.9999858140945435,0.003185990732163191,4.4999997e-06,0.8955686092376709,0.509769856929779
14,1.0,0.0031195995397865772,4.4999997e-06,0.8966666460037231,0.5014404654502869
15,0.9999858140945435,0.003023648401722312,4.4999997e-06,0.8963529467582703,0.5041926503181458
16,1.0,0.0029721702449023724,4.4999997e-06,0.8957254886627197,0.5075281262397766
17,0.9999716281890869,0.0029295491985976696,4.4999997e-06,0.8938823342323303,0.50996333360672
18,0.9999716281890869,0.0028710707556456327,4.4999997e-06,0.8941176533699036,0.5122772455215454
19,1.0,0.0027764709666371346,4.4999997e-06,0.8941568732261658,0.5134238004684448
20,1.0,0.0027516877744346857,4.05e-06,0.8978039026260376,0.49983271956443787
21,1.0,0.002659460296854377,4.05e-06,0.8970980644226074,0.498783141374588
22,0.9999858140945435,0.002621670952066779,4.05e-06,0.8965098261833191,0.5010796785354614
23,0.9999858140945435,0.002587341470643878,4.05e-06,0.8963529467582703,0.5031095147132874
24,0.9999716281890869,0.0025649734307080507,4.05e-06,0.8967058658599854,0.49663254618644714
25,1.0,0.002457006135955453,3.6449999e-06,0.898078441619873,0.49334678053855896
26,1.0,0.00239967810921371,3.6449999e-06,0.8967058658599854,0.4938904345035553
27,1.0,0.002348777372390032,3.6449999e-06,0.8969411849975586,0.49022555351257324
28,1.0,0.0023099244572222233,3.6449999e-06,0.898078441619873,0.48714980483055115
29,1.0,0.0022594009060412645,3.6449999e-06,0.8976863026618958,0.4911171495914459
30,1.0,0.002205875003710389,3.6449999e-06,0.899450957775116,0.48699238896369934
31,1.0,0.0021468368358910084,3.6449999e-06,0.8985490202903748,0.48936495184898376
32,0.9999858140945435,0.0021913766395300627,3.6449999e-06,0.8973725438117981,0.4947417974472046
33,1.0,0.0020682793110609055,3.2804999e-06,0.8980000019073486,0.48851045966148376
34,1.0,0.0020553492940962315,3.2804999e-06,0.8960391879081726,0.4932262897491455
35,1.0,0.0019942179787904024,3.2804999e-06,0.8981568813323975,0.4895302951335907
36,1.0,0.001972641795873642,3.2804999e-06,0.8988627195358276,0.48679181933403015
37,1.0,0.001921520452015102,3.2804999e-06,0.8990588188171387,0.4856140911579132
38,1.0,0.0019107365515083075,2.95245e-06,0.8974509835243225,0.49493876099586487
39,1.0,0.0018574275309219956,2.95245e-06,0.8983529210090637,0.48172301054000854
40,0.9999716281890869,0.0018947611097246408,2.95245e-06,0.8980000019073486,0.4846041202545166
