epoch,accuracy,loss,val_accuracy,val_loss
0,0.04573049768805504,5.242245674133301,0.0618431381881237,4.881523132324219
1,0.09717730432748795,4.540718078613281,0.12564705312252045,4.2668232917785645
2,0.1625957489013672,4.044569969177246,0.1904705911874771,3.904040813446045
3,0.22903546690940857,3.6676716804504395,0.2433333396911621,3.596689224243164
4,0.2857872247695923,3.365403413772583,0.27674511075019836,3.498081684112549
5,0.34041133522987366,3.104081153869629,0.32854902744293213,3.187587022781372
6,0.39012765884399414,2.874302864074707,0.36125490069389343,3.0660786628723145
7,0.43975886702537537,2.6612188816070557,0.3929411768913269,2.9283742904663086
8,0.48100709915161133,2.4843668937683105,0.4183529317378998,2.836421012878418
9,0.5196453928947449,2.3302078247070312,0.43533334136009216,2.82914400100708
10,0.5540142059326172,2.1923129558563232,0.464078426361084,2.663693904876709
11,0.5874042510986328,2.064896821975708,0.4690196216106415,2.7020535469055176
12,0.6135035753250122,1.9606125354766846,0.4815294146537781,2.6335909366607666
13,0.6404396891593933,1.8603105545043945,0.5016470551490784,2.604201316833496
14,0.6671773195266724,1.7609432935714722,0.512313723564148,2.5593996047973633
15,0.6884255409240723,1.6800862550735474,0.5296862721443176,2.4828343391418457
16,0.7111489176750183,1.606680989265442,0.5534902215003967,2.4750189781188965
17,0.7316737771034241,1.5261341333389282,0.5516078472137451,2.4387946128845215
18,0.7507943511009216,1.4598487615585327,0.5529412031173706,2.536938190460205
19,0.7637446522712708,1.414870262145996,0.552117645740509,2.540405511856079
20,0.7795886397361755,1.3589202165603638,0.5801568627357483,2.4094624519348145
21,0.7942269444465637,1.308379054069519,0.5754117369651794,2.5108134746551514
22,0.8097020983695984,1.2608097791671753,0.5843137502670288,2.4761364459991455
23,0.817531943321228,1.2280646562576294,0.5660784244537354,2.6646642684936523
24,0.8306666612625122,1.1916675567626953,0.5831372737884521,2.643812417984009
25,0.8425106406211853,1.148386836051941,0.5865882635116577,2.603864908218384
26,0.8493191599845886,1.1210771799087524,0.5962352752685547,2.618701219558716
27,0.85858154296875,1.0975582599639893,0.5974901914596558,2.6102294921875
28,0.8660425543785095,1.0719846487045288,0.6195294260978699,2.545342206954956
29,0.8753474950790405,1.0408124923706055,0.5990195870399475,2.6368701457977295
30,0.8787943124771118,1.028907060623169,0.6155294179916382,2.619046449661255
31,0.8849219679832458,1.0111451148986816,0.5781960487365723,2.949467897415161
32,0.8914610147476196,0.9917377829551697,0.6108235120773315,2.6792781352996826
33,0.8979148864746094,0.9694925546646118,0.6239215731620789,2.6302266120910645
34,0.9031063914299011,0.9583091735839844,0.603176474571228,2.8723645210266113
35,0.906255304813385,0.9455565214157104,0.6236078143119812,2.7242636680603027
36,0.9118865132331848,0.9296494722366333,0.6403921842575073,2.6788134574890137
37,0.9169787168502808,0.9130201935768127,0.5870196223258972,2.9559075832366943
38,0.9189361929893494,0.9072474837303162,0.6062352657318115,2.9033234119415283
39,0.9243404269218445,0.896287202835083,0.6485490202903748,2.5567638874053955
40,0.925205647945404,0.8903566002845764,0.6284705996513367,2.8467257022857666
41,0.9279291033744812,0.8785499930381775,0.6455686092376709,2.649772882461548
42,0.9323120713233948,0.8660045862197876,0.6221568584442139,2.7942869663238525
43,0.9315744638442993,0.8695448040962219,0.6323137283325195,2.716201066970825
44,0.9353616833686829,0.855322003364563,0.6363529562950134,2.7650232315063477
45,0.9378156065940857,0.8452075123786926,0.6110196113586426,2.996009111404419
46,0.9394326210021973,0.8441766500473022,0.6104313731193542,2.8738322257995605
47,0.9411489367485046,0.8388841152191162,0.6491764783859253,2.683499574661255
48,0.943617045879364,0.8253735899925232,0.6415294408798218,2.7410104274749756
49,0.9431347250938416,0.8283112049102783,0.624470591545105,2.9288198947906494
