epoch,accuracy,loss,val_accuracy,val_loss
0,0.7832198739051819,1.3495736122131348,0.5466274619102478,2.6192522048950195
1,0.7993617057800293,1.2952402830123901,0.5530980229377747,2.6408936977386475
2,0.809489369392395,1.2592427730560303,0.5518823266029358,2.7213964462280273
3,0.8253475427627563,1.208181381225586,0.5923921465873718,2.464918851852417
4,0.8329503536224365,1.1814796924591064,0.5962352752685547,2.486386775970459
5,0.8464113473892212,1.1399304866790771,0.5809804201126099,2.6169517040252686
6,0.8519999980926514,1.1222857236862183,0.5909019708633423,2.5758235454559326
7,0.8577446937561035,1.0961130857467651,0.5861960649490356,2.720900535583496
8,0.8671347498893738,1.0675774812698364,0.6013725399971008,2.599292516708374
9,0.8745673894882202,1.0512638092041016,0.5865098237991333,2.7790145874023438
10,0.8806666731834412,1.027620792388916,0.582588255405426,2.7703351974487305
11,0.8872482180595398,1.0106518268585205,0.5912548899650574,2.815516948699951
12,0.8926241397857666,0.9928483963012695,0.572352945804596,2.884263277053833
13,0.9002695083618164,0.9677262902259827,0.5961568355560303,2.8761706352233887
14,0.9036737680435181,0.9560124278068542,0.606705904006958,2.820516347885132
15,0.9053617119789124,0.9500056505203247,0.5710980296134949,3.2104763984680176
